structid,chain,unp,gene,offset,hybrid,resolution,seq_length
6BIX,A,P01903,HLA-DRA,25,0,2.2,178
4OV5,D,P01903,HLA-DRA,25,0,2.2,179
4AEN,A,P01903,HLA-DRA,25,0,2.2,178
4H25,D,P01903,HLA-DRA,25,0,2.2,180
4OV5,A,P01903,HLA-DRA,25,0,2.2,180
2Q6W,D,P01903,HLA-DRA,25,0,2.25,180
2Q6W,A,P01903,HLA-DRA,25,0,2.25,180
1SJH,A,P01903,HLA-DRA,25,0,2.25,179
4MCY,A,P01903,HLA-DRA,25,0,2.3,179
3QXD,D,P01903,HLA-DRA,25,0,2.3,178
6BIR,A,P01903,HLA-DRA,25,0,2.3,177
3QXD,A,P01903,HLA-DRA,25,0,2.3,178
1JWU,A,P01903,HLA-DRA,25,0,2.3,180
2XN9,D,P01903,HLA-DRA,25,0,2.3,178
2IPK,A,P01903,HLA-DRA,25,0,2.3,179
4AH2,A,P01903,HLA-DRA,25,0,2.36,177
6BIL,A,P01903,HLA-DRA,25,0,2.4,177
3S4S,D,P01903,HLA-DRA,25,0,2.4,180
3S4S,A,P01903,HLA-DRA,25,0,2.4,178
1T5W,D,P01903,HLA-DRA,25,0,2.4,179
1T5W,A,P01903,HLA-DRA,25,0,2.4,180
1KLG,A,P01903,HLA-DRA,25,0,2.4,177
1J8H,A,P01903,HLA-DRA,25,0,2.4,180
4MCZ,A,P01903,HLA-DRA,25,0,2.41,179
2ICW,D,P01903,HLA-DRA,25,0,2.41,176
2ICW,A,P01903,HLA-DRA,25,0,2.41,176
1D6E,A,P01903,HLA-DRA,25,0,2.45,177
1AQD,A,P01903,HLA-DRA,25,0,2.45,179
1D5X,A,P01903,HLA-DRA,25,0,2.45,179
1SJE,A,P01903,HLA-DRA,25,0,2.45,180
1AQD,J,P01903,HLA-DRA,25,0,2.45,177
1AQD,G,P01903,HLA-DRA,25,0,2.45,177
1AQD,D,P01903,HLA-DRA,25,0,2.45,177
4H26,A,P01903,HLA-DRA,25,0,2.5,179
4Y19,A,P01903,HLA-DRA,25,0,2.5,179
6BIN,A,P01903,HLA-DRA,25,0,2.5,177
2SEB,A,P01903,HLA-DRA,25,0,2.5,180
1T5X,A,P01903,HLA-DRA,25,0,2.5,179
4H26,D,P01903,HLA-DRA,25,0,2.5,179
4IS6,A,P01903,HLA-DRA,25,0,2.5,179
5KSA,A,P01909,HLA-DQA1,25,0,2.0,181
2NNA,A,P01909,HLA-DQA1,25,0,2.1,181
5KSV,A,P01909,HLA-DQA1,25,0,2.2,180
1S9V,A,P01909,HLA-DQA1,25,0,2.22,179
1S9V,D,P01909,HLA-DQA1,25,0,2.22,177
1JK8,A,P01909,HLA-DQA1,25,0,2.4,181
5V4M,I,P01911,HLA-DRB1,3,0,2.1,193
5V4M,F,P01911,HLA-DRB1,3,0,2.1,193
5V4M,C,P01911,HLA-DRB1,3,0,2.1,193
5V4M,L,P01911,HLA-DRB1,3,0,2.1,193
1UVQ,B,P01920,HLA-DQB1,32,0,1.8,181
2NNA,B,P01920,HLA-DQB1,32,0,2.1,180
1S9V,E,P01920,HLA-DQB1,32,0,2.22,180
1S9V,B,P01920,HLA-DQB1,32,0,2.22,181
1JK8,B,P01920,HLA-DQB1,32,0,2.4,190
3W4U,E,P02008,HBZ,1,0,1.95,138
3W4U,C,P02008,HBZ,1,0,1.95,141
3W4U,A,P02008,HBZ,1,0,1.95,141
1JEB,C,P02008,HBZ,1,0,2.1,141
1JEB,A,P02008,HBZ,1,0,2.1,141
1SHR,D,P02042,HBD,1,0,1.88,146
1SHR,B,P02042,HBD,1,0,1.88,146
1SI4,B,P02042,HBD,1,0,2.2,146
1SI4,D,P02042,HBD,1,0,2.2,146
3RGK,A,P02144,MB,1,0,1.65,149
5K31,B,P02452,COL1A1,1218,0,2.2,239
5K31,A,P02452,COL1A1,1218,0,2.2,241
5K31,F,P02452,COL1A1,1218,0,2.2,240
5K31,E,P02452,COL1A1,1218,0,2.2,239
5K31,D,P02452,COL1A1,1218,0,2.2,239
5K31,C,P02452,COL1A1,1218,0,2.2,238
4AE2,A,P02461,COL3A1,1221,0,1.68,212
4AE2,C,P02461,COL3A1,1221,0,1.68,212
4AE2,B,P02461,COL3A1,1221,0,1.68,214
4AEJ,C,P02461,COL3A1,1221,0,2.21,208
4AEJ,B,P02461,COL3A1,1221,0,2.21,214
4AEJ,A,P02461,COL3A1,1221,0,2.21,209
1LI1,E,P02462,COL4A1,1440,0,1.9,227
1LI1,D,P02462,COL4A1,1440,0,1.9,228
1LI1,B,P02462,COL4A1,1440,0,1.9,227
1LI1,A,P02462,COL4A1,1440,0,1.9,228
1IFR,A,P02545,LMNA,0,0,1.4,109
3GEF,D,P02545,LMNA,0,0,1.5,116
3GEF,C,P02545,LMNA,0,0,1.5,116
3GEF,B,P02545,LMNA,0,0,1.5,116
3GEF,A,P02545,LMNA,0,0,1.5,116
3R2P,A,P02647,APOA1,24,0,2.2,180
2A01,C,P02647,APOA1,24,0,2.4,243
2A01,B,P02647,APOA1,24,0,2.4,243
2A01,A,P02647,APOA1,24,0,2.4,243
1GS9,A,P02649,APOE,18,0,1.7,144
1OR3,A,P02649,APOE,18,0,1.73,136
1NFN,A,P02649,APOE,18,0,1.8,132
1BZ4,A,P02649,APOE,18,0,1.85,144
1H7I,A,P02649,APOE,18,0,1.9,140
1EA8,A,P02649,APOE,18,0,1.95,140
1B68,A,P02649,APOE,18,0,2.0,138
1NFO,A,P02649,APOE,18,0,2.0,131
1LPE,A,P02649,APOE,18,0,2.25,144
1OR2,A,P02649,APOE,18,0,2.5,126
1LE4,A,P02649,APOE,18,0,2.5,139
1FZD,B,P02671,FGA,19,0,2.1,197
1FZD,A,P02671,FGA,19,0,2.1,197
1FZD,H,P02671,FGA,19,0,2.1,197
1FZD,G,P02671,FGA,19,0,2.1,197
1FZD,F,P02671,FGA,19,0,2.1,197
1FZD,E,P02671,FGA,19,0,2.1,197
1FZD,D,P02671,FGA,19,0,2.1,197
1FZD,C,P02671,FGA,19,0,2.1,197
3E1I,E,P02675,FGB,30,0,2.3,298
1FZC,E,P02675,FGB,30,0,2.3,308
3E1I,B,P02675,FGB,30,0,2.3,298
1FZC,B,P02675,FGB,30,0,2.3,308
2OYH,E,P02675,FGB,30,0,2.4,295
2OYH,B,P02675,FGB,30,0,2.4,298
1RE3,B,P02675,FGB,30,0,2.45,294
1RE3,E,P02675,FGB,30,0,2.45,301
1FZG,E,P02675,FGB,30,0,2.5,296
1FZG,B,P02675,FGB,30,0,2.5,303
2FIB,A,P02679,FGG,26,0,2.01,250
1FIB,A,P02679,FGG,26,0,2.1,249
1FID,A,P02679,FGG,26,0,2.1,259
3FIB,A,P02679,FGG,26,0,2.1,249
1FZC,F,P02679,FGG,26,0,2.3,301
3E1I,C,P02679,FGG,26,0,2.3,288
1FZC,C,P02679,FGG,26,0,2.3,301
3E1I,F,P02679,FGG,26,0,2.3,288
2OYH,C,P02679,FGG,26,0,2.4,299
2OYH,F,P02679,FGG,26,0,2.4,285
1RE3,C,P02679,FGG,26,0,2.45,288
1RE3,F,P02679,FGG,26,0,2.45,291
1FZG,C,P02679,FGG,26,0,2.5,292
1FIC,B,P02679,FGG,26,0,2.5,257
1FIC,A,P02679,FGG,26,0,2.5,260
1FZG,F,P02679,FGG,26,0,2.5,285
4BVM,A,P02689,PMP2,1,0,0.93,131
4A1Y,D,P02689,PMP2,1,0,1.2,131
4A1Y,C,P02689,PMP2,1,0,1.2,131
4A1Y,B,P02689,PMP2,1,0,1.2,131
4A1Y,A,P02689,PMP2,1,0,1.2,131
4D6A,A,P02689,PMP2,1,0,1.45,131
5N4P,A,P02689,PMP2,0,0,1.53,132
5N4M,A,P02689,PMP2,0,0,1.59,132
5N4Q,A,P02689,PMP2,0,0,1.72,132
4A8Z,A,P02689,PMP2,1,0,1.8,131
2WUT,A,P02689,PMP2,1,0,1.85,131
3NR3,A,P02689,PMP2,0,0,1.95,130
4D6B,A,P02689,PMP2,1,0,2.12,131
4A1H,C,P02689,PMP2,1,0,2.2,131
4A1H,B,P02689,PMP2,1,0,2.2,131
4A1H,A,P02689,PMP2,1,0,2.2,131
4KY9,P,P02730,SLC4A1,0,0,2.23,275
4KY9,A,P02730,SLC4A1,0,0,2.23,276
3PVN,S,P02741,CRP,18,0,1.98,206
3PVN,H,P02741,CRP,18,0,1.98,206
3PVN,R,P02741,CRP,18,0,1.98,206
3PVN,G,P02741,CRP,18,0,1.98,206
3PVN,Q,P02741,CRP,18,0,1.98,206
3PVN,F,P02741,CRP,18,0,1.98,206
3PVN,P,P02741,CRP,18,0,1.98,206
3PVN,E,P02741,CRP,18,0,1.98,206
3PVN,O,P02741,CRP,18,0,1.98,206
3PVN,D,P02741,CRP,18,0,1.98,206
3PVN,N,P02741,CRP,18,0,1.98,206
3PVN,C,P02741,CRP,18,0,1.98,206
3PVN,M,P02741,CRP,18,0,1.98,206
3PVN,B,P02741,CRP,18,0,1.98,206
3PVN,L,P02741,CRP,18,0,1.98,206
3PVN,A,P02741,CRP,18,0,1.98,206
3PVN,K,P02741,CRP,18,0,1.98,206
3PVN,J,P02741,CRP,18,0,1.98,206
3PVN,T,P02741,CRP,18,0,1.98,206
3PVN,I,P02741,CRP,18,0,1.98,206
1B09,E,P02741,CRP,18,0,2.5,206
1B09,D,P02741,CRP,18,0,2.5,206
1B09,C,P02741,CRP,18,0,2.5,206
1B09,B,P02741,CRP,18,0,2.5,206
1B09,A,P02741,CRP,18,0,2.5,206
4AVS,E,P02743,APCS,19,0,1.4,204
4AVS,D,P02743,APCS,19,0,1.4,204
4AVS,C,P02743,APCS,19,0,1.4,204
4AVS,B,P02743,APCS,19,0,1.4,204
4AVS,A,P02743,APCS,19,0,1.4,204
3KQR,E,P02743,APCS,19,0,1.5,204
3KQR,D,P02743,APCS,19,0,1.5,204
3KQR,C,P02743,APCS,19,0,1.5,204
3KQR,B,P02743,APCS,19,0,1.5,204
3KQR,A,P02743,APCS,19,0,1.5,204
4AYU,E,P02743,APCS,19,0,1.5,204
4AYU,D,P02743,APCS,19,0,1.5,204
4AYU,C,P02743,APCS,19,0,1.5,204
4AYU,B,P02743,APCS,19,0,1.5,204
4AYU,A,P02743,APCS,19,0,1.5,204
4AVV,E,P02743,APCS,19,0,1.6,204
4AVV,D,P02743,APCS,19,0,1.6,204
4AVV,C,P02743,APCS,19,0,1.6,204
4AVV,B,P02743,APCS,19,0,1.6,204
4AVV,A,P02743,APCS,19,0,1.6,204
2W08,E,P02743,APCS,19,0,1.7,204
2W08,D,P02743,APCS,19,0,1.7,204
2W08,C,P02743,APCS,19,0,1.7,204
2W08,B,P02743,APCS,19,0,1.7,204
2W08,A,P02743,APCS,19,0,1.7,204
1SAC,E,P02743,APCS,19,0,2.0,204
2A3Y,B,P02743,APCS,19,0,2.0,204
1SAC,D,P02743,APCS,19,0,2.0,204
2A3Y,A,P02743,APCS,19,0,2.0,204
1SAC,C,P02743,APCS,19,0,2.0,204
1SAC,B,P02743,APCS,19,0,2.0,204
1SAC,A,P02743,APCS,19,0,2.0,204
2A3Y,E,P02743,APCS,19,0,2.0,204
2A3Y,D,P02743,APCS,19,0,2.0,204
2A3Y,C,P02743,APCS,19,0,2.0,204
2A3W,I,P02743,APCS,19,0,2.2,204
2A3W,S,P02743,APCS,19,0,2.2,204
2A3W,H,P02743,APCS,19,0,2.2,204
2A3W,R,P02743,APCS,19,0,2.2,204
2A3W,G,P02743,APCS,19,0,2.2,204
2A3W,Q,P02743,APCS,19,0,2.2,204
2A3W,F,P02743,APCS,19,0,2.2,204
2A3W,P,P02743,APCS,19,0,2.2,204
2A3W,E,P02743,APCS,19,0,2.2,204
2A3W,O,P02743,APCS,19,0,2.2,204
2A3W,D,P02743,APCS,19,0,2.2,204
1GYK,E,P02743,APCS,19,0,2.2,204
2A3W,N,P02743,APCS,19,0,2.2,204
2A3W,C,P02743,APCS,19,0,2.2,204
1GYK,D,P02743,APCS,19,0,2.2,204
2A3W,M,P02743,APCS,19,0,2.2,204
2A3W,B,P02743,APCS,19,0,2.2,204
1GYK,C,P02743,APCS,19,0,2.2,204
2A3W,L,P02743,APCS,19,0,2.2,204
2A3W,A,P02743,APCS,19,0,2.2,204
1GYK,B,P02743,APCS,19,0,2.2,204
2A3W,K,P02743,APCS,19,0,2.2,204
1GYK,A,P02743,APCS,19,0,2.2,204
2A3W,J,P02743,APCS,19,0,2.2,204
2A3W,T,P02743,APCS,19,0,2.2,204
2WNV,D,P02745,C1QA,22,0,1.25,134
2WNV,A,P02745,C1QA,22,0,1.25,132
1PK6,A,P02745,C1QA,22,0,1.85,133
2JG9,D,P02745,C1QA,22,0,1.9,134
2JG9,A,P02745,C1QA,22,0,1.9,134
2JG8,D,P02745,C1QA,22,0,2.05,133
2JG8,A,P02745,C1QA,22,0,2.05,133
2WNU,D,P02745,C1QA,22,0,2.3,133
2WNU,A,P02745,C1QA,22,0,2.3,133
2WNV,E,P02746,C1QB,27,0,1.25,130
2WNV,B,P02746,C1QB,27,0,1.25,132
1PK6,B,P02746,C1QB,27,0,1.85,132
2JG9,E,P02746,C1QB,27,0,1.9,133
2JG9,B,P02746,C1QB,27,0,1.9,133
2JG8,E,P02746,C1QB,27,0,2.05,133
2JG8,B,P02746,C1QB,27,0,2.05,134
2WNU,B,P02746,C1QB,27,0,2.3,133
2WNU,E,P02746,C1QB,27,0,2.3,133
2WNV,F,P02747,C1QC,28,0,1.25,129
2WNV,C,P02747,C1QC,28,0,1.25,129
5HKJ,A,P02747,C1QC,-25,1,1.35,129
5HZF,A,P02747,C1QC,-25,1,1.55,131
1PK6,C,P02747,C1QC,28,0,1.85,129
2JG9,F,P02747,C1QC,28,0,1.9,129
2JG9,C,P02747,C1QC,28,0,1.9,129
2JG8,F,P02747,C1QC,28,0,2.05,129
2JG8,C,P02747,C1QC,28,0,2.05,131
2WNU,C,P02747,C1QC,28,0,2.3,129
2WNU,F,P02747,C1QC,28,0,2.3,129
4LXO,A,P02751,FN1,31,0,1.42,184
4LXO,B,P02751,FN1,31,0,1.42,184
1FNF,A,P02751,FN1,31,0,2.0,368
2GEE,A,P02751,FN1,1081,0,2.01,151
3R8Q,A,P02751,FN1,1720,0,2.4,271
3T1W,A,P02751,FN1,-92,0,2.4,243
3M7P,A,P02751,FN1,0,0,2.5,301
2WQ9,A,P02753,RBP4,18,0,1.65,173
1JYD,A,P02753,RBP4,18,0,1.7,174
2WR6,A,P02753,RBP4,18,0,1.8,174
1RBP,A,P02753,RBP4,18,0,2.0,175
1JYJ,A,P02753,RBP4,18,0,2.0,174
4O9S,B,P02753,RBP4,18,0,2.3,174
4O9S,A,P02753,RBP4,18,0,2.3,175
4PSQ,B,P02753,RBP4,18,0,2.4,175
4PSQ,A,P02753,RBP4,18,0,2.4,175
1BRP,A,P02753,RBP4,18,0,2.5,175
1BRQ,A,P02753,RBP4,18,0,2.5,175
4ES7,A,P02760,AMBP,26,0,2.0,166
3QKG,A,P02760,AMBP,19,0,2.3,164
1BIK,A,P02760,AMBP,205,0,2.5,110
3KQ0,A,P02763,ORM1,18,0,1.8,174
1F86,B,P02766,TTR,20,0,1.1,115
1F86,A,P02766,TTR,20,0,1.1,115
4QXV,B,P02766,TTR,20,0,1.12,115
4QXV,A,P02766,TTR,20,0,1.12,116
4KY2,B,P02766,TTR,20,0,1.13,115
4KY2,A,P02766,TTR,20,0,1.13,116
4D7B,B,P02766,TTR,20,0,1.15,116
4D7B,A,P02766,TTR,20,0,1.15,116
4L1T,B,P02766,TTR,20,0,1.16,115
4L1T,A,P02766,TTR,20,0,1.16,116
4HIQ,B,P02766,TTR,20,0,1.18,115
4HIQ,A,P02766,TTR,20,0,1.18,116
4HIS,A,P02766,TTR,20,0,1.2,115
5FW7,B,P02766,TTR,20,0,1.2,116
5FW7,A,P02766,TTR,20,0,1.2,116
5JID,B,P02766,TTR,20,0,1.2,116
3M1O,B,P02766,TTR,20,0,1.2,111
5JID,A,P02766,TTR,20,0,1.2,116
5DWP,B,P02766,TTR,20,0,1.2,116
3M1O,A,P02766,TTR,20,0,1.2,115
5DWP,A,P02766,TTR,20,0,1.2,116
4HIS,B,P02766,TTR,20,0,1.2,115
4HJS,A,P02766,TTR,20,0,1.22,116
4FI8,A,P02766,TTR,20,0,1.22,116
4MAS,B,P02766,TTR,20,0,1.22,115
5CM1,B,P02766,TTR,20,0,1.22,116
4MAS,A,P02766,TTR,20,0,1.22,117
5CLZ,B,P02766,TTR,20,0,1.22,116
5CM1,A,P02766,TTR,20,0,1.22,116
5CLZ,A,P02766,TTR,20,0,1.22,116
4HJS,B,P02766,TTR,20,0,1.22,115
4FI8,B,P02766,TTR,20,0,1.22,115
4PM1,B,P02766,TTR,20,0,1.23,115
4PM1,A,P02766,TTR,20,0,1.23,117
5CLY,B,P02766,TTR,20,0,1.23,116
5CLY,A,P02766,TTR,20,0,1.23,116
3P3R,B,P02766,TTR,20,0,1.25,115
5EN3,A,P02766,TTR,20,0,1.25,116
3P3R,A,P02766,TTR,20,0,1.25,116
4TQI,B,P02766,TTR,20,0,1.25,116
4TQI,A,P02766,TTR,20,0,1.25,116
4YDM,B,P02766,TTR,20,0,1.25,114
4YDM,A,P02766,TTR,20,0,1.25,115
5AKS,B,P02766,TTR,20,0,1.25,115
5AKS,A,P02766,TTR,20,0,1.25,116
5EN3,B,P02766,TTR,20,0,1.25,115
4PME,B,P02766,TTR,20,0,1.26,116
4PME,A,P02766,TTR,20,0,1.26,117
5JIM,B,P02766,TTR,20,0,1.26,116
5JIM,A,P02766,TTR,20,0,1.26,116
4MRB,A,P02766,TTR,20,0,1.27,115
4MRB,B,P02766,TTR,20,0,1.27,106
5CLX,B,P02766,TTR,20,0,1.28,116
5CLX,A,P02766,TTR,20,0,1.28,116
5FW6,B,P02766,TTR,20,0,1.3,116
3TCT,B,P02766,TTR,20,0,1.3,114
5FW6,A,P02766,TTR,20,0,1.3,116
3TCT,A,P02766,TTR,20,0,1.3,115
1F41,B,P02766,TTR,20,0,1.3,115
5CN3,B,P02766,TTR,20,0,1.3,116
1F41,A,P02766,TTR,20,0,1.3,116
2QGC,B,P02766,TTR,20,0,1.3,114
5CN3,A,P02766,TTR,20,0,1.3,116
2QGC,A,P02766,TTR,20,0,1.3,115
3ESO,B,P02766,TTR,20,0,1.31,114
3ESP,B,P02766,TTR,20,0,1.31,114
3ESO,A,P02766,TTR,20,0,1.31,115
3ESP,A,P02766,TTR,20,0,1.31,115
3IMW,B,P02766,TTR,20,0,1.31,114
3IMW,A,P02766,TTR,20,0,1.31,115
5E4A,A,P02766,TTR,20,0,1.33,116
5E4A,B,P02766,TTR,20,0,1.33,116
4WO0,A,P02766,TTR,20,0,1.34,115
3HJ0,B,P02766,TTR,20,0,1.34,114
3HJ0,A,P02766,TTR,20,0,1.34,115
4WO0,B,P02766,TTR,20,0,1.34,115
4HJU,B,P02766,TTR,20,0,1.35,115
4HJU,A,P02766,TTR,20,0,1.35,116
4TLS,B,P02766,TTR,20,0,1.35,115
4TLS,A,P02766,TTR,20,0,1.35,115
4YDN,B,P02766,TTR,20,0,1.35,114
5IHH,B,P02766,TTR,20,0,1.35,115
4PMF,B,P02766,TTR,20,0,1.35,117
4YDN,A,P02766,TTR,20,0,1.35,115
5IHH,A,P02766,TTR,20,0,1.35,116
4PMF,A,P02766,TTR,20,0,1.35,117
5AKT,B,P02766,TTR,20,0,1.35,115
3ESN,B,P02766,TTR,20,0,1.35,114
5AKT,A,P02766,TTR,20,0,1.35,116
3ESN,A,P02766,TTR,20,0,1.35,115
1QWH,B,P02766,TTR,20,0,1.36,106
1QWH,A,P02766,TTR,20,0,1.36,110
5DEJ,B,P02766,TTR,20,0,1.37,115
5DEJ,A,P02766,TTR,20,0,1.37,116
3DGD,C,P02766,TTR,20,0,1.38,116
3DGD,B,P02766,TTR,20,0,1.38,115
3DGD,A,P02766,TTR,20,0,1.38,116
3DGD,D,P02766,TTR,20,0,1.38,115
5AL0,B,P02766,TTR,20,0,1.39,115
5AL0,A,P02766,TTR,20,0,1.39,116
4Y9B,A,P02766,TTR,20,0,1.4,116
5HJG,A,P02766,TTR,20,0,1.4,116
4WNS,B,P02766,TTR,20,0,1.4,115
3IMU,A,P02766,TTR,20,0,1.4,115
2QGB,A,P02766,TTR,20,0,1.4,115
4PWE,A,P02766,TTR,20,0,1.4,115
5AYT,B,P02766,TTR,20,0,1.4,115
4WNS,A,P02766,TTR,20,0,1.4,115
5AYT,A,P02766,TTR,20,0,1.4,115
4FI7,B,P02766,TTR,20,0,1.4,115
4FI7,A,P02766,TTR,20,0,1.4,116
3IPE,B,P02766,TTR,20,0,1.4,115
5TZL,B,P02766,TTR,20,0,1.4,114
3IPE,A,P02766,TTR,20,0,1.4,115
3CN4,B,P02766,TTR,20,0,1.4,114
5TZL,A,P02766,TTR,20,0,1.4,115
3CN4,A,P02766,TTR,20,0,1.4,115
4WNJ,B,P02766,TTR,20,0,1.4,115
3IMT,B,P02766,TTR,20,0,1.4,114
4WNJ,A,P02766,TTR,20,0,1.4,116
3IMT,A,P02766,TTR,20,0,1.4,115
3IMS,B,P02766,TTR,20,0,1.4,114
4Y9B,B,P02766,TTR,20,0,1.4,115
5HJG,B,P02766,TTR,20,0,1.4,116
3IMU,B,P02766,TTR,20,0,1.4,114
2QGB,B,P02766,TTR,20,0,1.4,114
4PWE,B,P02766,TTR,20,0,1.4,115
3IMS,A,P02766,TTR,20,0,1.4,115
5E23,B,P02766,TTR,20,0,1.41,115
5E23,A,P02766,TTR,20,0,1.41,116
5CNH,B,P02766,TTR,20,0,1.42,116
5LLL,B,P02766,TTR,20,0,1.42,115
5CNH,A,P02766,TTR,20,0,1.42,116
5LLL,A,P02766,TTR,20,0,1.42,116
4TLK,B,P02766,TTR,20,0,1.44,115
4TLK,A,P02766,TTR,20,0,1.44,115
4TL5,B,P02766,TTR,20,0,1.44,115
4TL5,A,P02766,TTR,20,0,1.44,116
5U4E,B,P02766,TTR,20,0,1.45,115
5U4E,A,P02766,TTR,20,0,1.45,116
5U4B,B,P02766,TTR,20,0,1.45,115
3P3T,B,P02766,TTR,20,0,1.45,114
5U4B,A,P02766,TTR,20,0,1.45,116
3P3T,A,P02766,TTR,20,0,1.45,116
4HJT,B,P02766,TTR,20,0,1.45,115
4HJT,A,P02766,TTR,20,0,1.45,116
2QGE,B,P02766,TTR,20,0,1.45,114
2H4E,B,P02766,TTR,20,0,1.45,114
2QGE,A,P02766,TTR,20,0,1.45,115
5L4I,B,P02766,TTR,20,0,1.45,116
2H4E,A,P02766,TTR,20,0,1.45,114
5JIQ,B,P02766,TTR,20,0,1.45,116
5FO2,B,P02766,TTR,20,0,1.45,116
5L4I,A,P02766,TTR,20,0,1.45,116
5JIQ,A,P02766,TTR,20,0,1.45,116
5FO2,A,P02766,TTR,20,0,1.45,116
2FBR,A,P02766,TTR,20,0,1.46,115
4FI6,B,P02766,TTR,20,0,1.46,114
4FI6,A,P02766,TTR,20,0,1.46,115
2FBR,B,P02766,TTR,20,0,1.46,114
3IMV,B,P02766,TTR,20,0,1.47,114
3IMV,A,P02766,TTR,20,0,1.47,115
5L4F,B,P02766,TTR,20,0,1.48,115
5L4F,A,P02766,TTR,20,0,1.48,116
4Y9E,B,P02766,TTR,20,0,1.49,115
4Y9E,A,P02766,TTR,20,0,1.49,116
4PWI,B,P02766,TTR,20,0,1.49,111
4PWI,A,P02766,TTR,20,0,1.49,115
4Y9C,B,P02766,TTR,20,0,1.49,112
4Y9C,A,P02766,TTR,20,0,1.49,115
3P3U,A,P02766,TTR,20,0,1.5,116
5U4F,B,P02766,TTR,20,0,1.5,115
5E4O,B,P02766,TTR,20,0,1.5,115
5U4F,A,P02766,TTR,20,0,1.5,116
5U48,B,P02766,TTR,20,0,1.5,115
5E4O,A,P02766,TTR,20,0,1.5,116
5U48,A,P02766,TTR,20,0,1.5,116
4Y9F,B,P02766,TTR,20,0,1.5,112
4Y9F,A,P02766,TTR,20,0,1.5,115
4L1S,B,P02766,TTR,20,0,1.5,115
2QGD,B,P02766,TTR,20,0,1.5,114
5AL8,B,P02766,TTR,20,0,1.5,115
4L1S,A,P02766,TTR,20,0,1.5,116
2QGD,A,P02766,TTR,20,0,1.5,115
5AL8,A,P02766,TTR,20,0,1.5,116
3P3U,B,P02766,TTR,20,0,1.5,115
4TQH,B,P02766,TTR,20,0,1.51,117
4TQH,A,P02766,TTR,20,0,1.51,117
3CN2,B,P02766,TTR,20,0,1.52,114
5AKV,B,P02766,TTR,20,0,1.52,115
3CN2,A,P02766,TTR,20,0,1.52,115
5AKV,A,P02766,TTR,20,0,1.52,116
4TQ8,B,P02766,TTR,20,0,1.52,116
4TQ8,A,P02766,TTR,20,0,1.52,116
3CN0,B,P02766,TTR,20,0,1.52,114
3CN0,A,P02766,TTR,20,0,1.52,115
3CN1,B,P02766,TTR,20,0,1.52,115
3CN1,A,P02766,TTR,20,0,1.52,115
4MRC,B,P02766,TTR,20,0,1.54,114
4MRC,A,P02766,TTR,20,0,1.54,116
2F8I,B,P02766,TTR,20,0,1.54,110
2B9A,B,P02766,TTR,20,0,1.54,115
2F8I,A,P02766,TTR,20,0,1.54,115
2B9A,A,P02766,TTR,20,0,1.54,108
3NEE,B,P02766,TTR,20,0,1.55,115
3NEE,A,P02766,TTR,20,0,1.55,116
5U4D,B,P02766,TTR,20,0,1.55,115
1X7S,B,P02766,TTR,20,0,1.55,115
5U4D,A,P02766,TTR,20,0,1.55,116
1X7S,A,P02766,TTR,20,0,1.55,115
5CR1,B,P02766,TTR,20,0,1.55,115
5CR1,A,P02766,TTR,20,0,1.55,116
4TNE,B,P02766,TTR,20,0,1.55,115
4PWJ,B,P02766,TTR,20,0,1.55,115
3B56,B,P02766,TTR,20,0,1.55,115
4TNE,A,P02766,TTR,20,0,1.55,115
4PWJ,A,P02766,TTR,20,0,1.55,116
3B56,A,P02766,TTR,20,0,1.55,115
5H0X,B,P02766,TTR,20,0,1.57,114
5H0X,A,P02766,TTR,20,0,1.57,114
4TQP,B,P02766,TTR,20,0,1.58,116
4TQP,A,P02766,TTR,20,0,1.58,116
2G3X,B,P02766,TTR,20,0,1.58,115
5L4M,B,P02766,TTR,20,0,1.58,115
2G3X,A,P02766,TTR,20,0,1.58,115
5L4M,A,P02766,TTR,20,0,1.58,116
5H0V,D,P02766,TTR,20,0,1.58,115
5H0V,C,P02766,TTR,20,0,1.58,114
5H0V,B,P02766,TTR,20,0,1.58,114
5H0V,A,P02766,TTR,20,0,1.58,114
4PWK,B,P02766,TTR,20,0,1.59,115
3BT0,B,P02766,TTR,20,0,1.59,115
4PWK,A,P02766,TTR,20,0,1.59,116
3BT0,A,P02766,TTR,20,0,1.59,116
5FW8,A,P02766,TTR,20,0,1.6,116
4TNF,A,P02766,TTR,20,0,1.6,115
1X7T,B,P02766,TTR,20,0,1.6,113
1SOK,B,P02766,TTR,20,0,1.6,115
1X7T,A,P02766,TTR,20,0,1.6,116
1SOK,A,P02766,TTR,20,0,1.6,116
3CFM,B,P02766,TTR,20,0,1.6,115
4PWF,B,P02766,TTR,20,0,1.6,114
3CFM,A,P02766,TTR,20,0,1.6,116
4PWF,A,P02766,TTR,20,0,1.6,115
2F7I,B,P02766,TTR,20,0,1.6,111
4DEU,B,P02766,TTR,20,0,1.6,115
2F7I,A,P02766,TTR,20,0,1.6,115
4DEU,A,P02766,TTR,20,0,1.6,116
4TNG,B,P02766,TTR,20,0,1.6,115
4N85,B,P02766,TTR,20,0,1.6,115
3P3S,B,P02766,TTR,20,0,1.6,115
4TNG,A,P02766,TTR,20,0,1.6,115
5FW8,B,P02766,TTR,20,0,1.6,116
4N85,A,P02766,TTR,20,0,1.6,115
